Código Cliente,Ano,Trimestre,Mês,Dia,Loja,Produto,SKU,Tamanho Pedido
193,2016,Trim 1,janeiro,17,Belo Horizonte,Smart TV 50' 4K,HL1001,5
60,2016,Trim 1,janeiro,17,Curitiba,Câmera Digital Sony Cyber,HL1015,1
812,2016,Trim 1,janeiro,17,Curitiba,Inspiron 15,HL1007,5
643,2016,Trim 1,janeiro,17,Curitiba,TV LED 32',HL1006,4
480,2016,Trim 1,janeiro,17,Fortaleza,Samsung Dual Core,HL1023,3
318,2016,Trim 1,janeiro,17,Guarulhos,Câmera Digital Rebel T6,HL1005,3
307,2016,Trim 1,janeiro,17,Nova Iguaçu,Câmera Digital Sony Cyber,HL1015,1
790,2016,Trim 1,janeiro,17,Salvador,Aspire 5,HL1024,3
105,2016,Trim 1,janeiro,17,São Paulo,Galaxy S8,HL1021,1
395,2016,Trim 1,janeiro,17,São Paulo,Inspiron 15,HL1007,7
628,2016,Trim 1,janeiro,17,São Paulo,Moto G7,HL1009,6
160,2016,Trim 1,janeiro,17,São Paulo,Smart TV 50' 4K,HL1001,5
783,2016,Trim 1,janeiro,18,Belo Horizonte,iPhone 7,HL1002,5
409,2016,Trim 1,janeiro,18,Belo Horizonte,Moto G7,HL1009,5
193,2016,Trim 1,janeiro,18,Belo Horizonte,TV LED 32',HL1006,1
243,2016,Trim 1,janeiro,18,Campinas,Moto G7,HL1009,5
63,2016,Trim 1,janeiro,18,Curitiba,TV LED 32',HL1006,1
601,2016,Trim 1,janeiro,18,Fortaleza,Galaxy S10,HL1003,2
599,2016,Trim 1,janeiro,18,Fortaleza,Galaxy S8,HL1021,4
468,2016,Trim 1,janeiro,18,Fortaleza,Samsung Dual Core,HL1023,4
288,2016,Trim 1,janeiro,18,Fortaleza,Smart TV 50' 4K,HL1001,3
354,2016,Trim 1,janeiro,18,Fortaleza,Smart TV 75' 4K,HL1017,3
601,2016,Trim 1,janeiro,18,Fortaleza,Smart TV LED Full HD 55',HL1008,2
103,2016,Trim 1,janeiro,18,Goiânia,Inspiron 15,HL1007,5
414,2016,Trim 1,janeiro,18,Goiânia,Smart TV 50' 4K,HL1001,5
682,2016,Trim 1,janeiro,18,Goiânia,Smart TV LED Full HD 55',HL1008,3
390,2016,Trim 1,janeiro,18,Niterói,Smart TV LED Full HD 55',HL1008,1
70,2016,Trim 1,janeiro,18,Recife,Câmera Coolpix L340,HL1013,3
325,2016,Trim 1,janeiro,18,Rio de Janeiro,Galaxy S8,HL1021,5
572,2016,Trim 1,janeiro,18,Rio de Janeiro,Samsung Dual Core,HL1023,5
1482,2016,Trim 1,janeiro,18,Rio de Janeiro,Smart TV 50' 4K,HL1001,5
437,2016,Trim 1,janeiro,18,Salvador,Câmera Coolpix L340,HL1013,1
799,2016,Trim 1,janeiro,18,Salvador,Moto G7,HL1009,4
712,2016,Trim 1,janeiro,18,Salvador,Smart TV LED Full HD 55',HL1008,4
772,2016,Trim 1,janeiro,18,São Paulo,Dell G7,HL1012,5
320,2016,Trim 1,janeiro,18,São Paulo,iPhone 7,HL1002,4
209,2016,Trim 1,janeiro,18,São Paulo,Samsung Dual Core,HL1023,3
641,2016,Trim 1,janeiro,18,São Paulo,Smart TV 50' 4K,HL1001,2
23,2016,Trim 1,janeiro,19,Belo Horizonte,Aspire 5,HL1024,3
385,2016,Trim 1,janeiro,19,Belo Horizonte,Inspiron 15,HL1007,2
611,2016,Trim 1,janeiro,19,Belo Horizonte,Smart TV 50' 4K,HL1001,4
66,2016,Trim 1,janeiro,19,Curitiba,iPhone 7,HL1002,2
288,2016,Trim 1,janeiro,19,Fortaleza,Câmera Coolpix L340,HL1013,3
292,2016,Trim 1,janeiro,19,Fortaleza,Tablet M10 Android,HL1011,1
614,2016,Trim 1,janeiro,19,Goiânia,Câmera Digital Rebel T6,HL1005,1
162,2016,Trim 1,janeiro,19,Goiânia,Galaxy S8,HL1021,1
548,2016,Trim 1,janeiro,19,Guarulhos,Smart TV LED Full HD 55',HL1008,2
647,2016,Trim 1,janeiro,19,Nova Iguaçu,iPhone XS,HL1019,4
746,2016,Trim 1,janeiro,19,Porto Alegre,iPhone 7,HL1002,3
259,2016,Trim 1,janeiro,19,Rio de Janeiro,Moto Z,HL1020,1
109,2016,Trim 1,janeiro,19,Salvador,Aspire 5,HL1024,5
551,2016,Trim 1,janeiro,19,Salvador,Câmera Coolpix L340,HL1013,4
675,2016,Trim 1,janeiro,19,Salvador,Tablet M10 Android,HL1011,5
698,2016,Trim 1,janeiro,19,São Paulo,Câmera Digital Sony Cyber,HL1015,4
180,2016,Trim 1,janeiro,20,Belo Horizonte,Moto G7,HL1009,5
96,2016,Trim 1,janeiro,20,Campinas,Smart TV LED Full HD 55',HL1008,1
419,2016,Trim 1,janeiro,20,Curitiba,iPhone XS,HL1019,4
622,2016,Trim 1,janeiro,20,Fortaleza,Câmera Digital Rebel T6,HL1005,2
37,2016,Trim 1,janeiro,20,Guarulhos,Moto Z,HL1020,4
436,2016,Trim 1,janeiro,20,Porto Alegre,Smart Watch MI,HL1018,1
304,2016,Trim 1,janeiro,20,Recife,Câmera Digital Rebel T6,HL1005,4
323,2016,Trim 1,janeiro,20,Recife,Moto G7,HL1009,8
368,2016,Trim 1,janeiro,20,Rio de Janeiro,Dell G7,HL1012,5
589,2016,Trim 1,janeiro,20,Rio de Janeiro,Inspiron 15,HL1007,4
675,2016,Trim 1,janeiro,20,Salvador,Galaxy J8,HL1014,3
609,2016,Trim 1,janeiro,20,São Paulo,iPhone 7,HL1002,8
140,2016,Trim 1,janeiro,20,São Paulo,Smart TV 75' 4K,HL1017,2
441,2016,Trim 1,janeiro,21,Belo Horizonte,Smart TV LED Full HD 55',HL1008,3
755,2016,Trim 1,janeiro,21,Campinas,iPhone 7,HL1002,4
705,2016,Trim 1,janeiro,21,Curitiba,Smart TV 50' 4K,HL1001,1
503,2016,Trim 1,janeiro,21,Fortaleza,Smart TV 50' 4K,HL1001,1
171,2016,Trim 1,janeiro,21,Fortaleza,Smart TV LED Full HD 55',HL1008,4
214,2016,Trim 1,janeiro,21,Guarulhos,Galaxy S8,HL1021,3
26,2016,Trim 1,janeiro,21,Guarulhos,iPhone XS,HL1019,3
489,2016,Trim 1,janeiro,21,Porto Alegre,iPhone 6S,HL1010,1
644,2016,Trim 1,janeiro,21,Porto Alegre,iPhone XS,HL1019,4
525,2016,Trim 1,janeiro,21,Porto Alegre,Samsung Dual Core,HL1023,4
566,2016,Trim 1,janeiro,21,Recife,Câmera Digital Sony Cyber,HL1015,5
653,2016,Trim 1,janeiro,21,Recife,iPhone XS,HL1019,1
547,2016,Trim 1,janeiro,21,Recife,Moto G7,HL1009,4
144,2016,Trim 1,janeiro,21,Recife,TV LED 32',HL1006,2
694,2016,Trim 1,janeiro,21,Rio de Janeiro,Câmera Digital Rebel T6,HL1005,3
571,2016,Trim 1,janeiro,21,Rio de Janeiro,Smart TV 75' 4K,HL1017,2
3,2016,Trim 1,janeiro,21,Rio de Janeiro,Smart TV LED Full HD 55',HL1008,4
665,2016,Trim 1,janeiro,21,São Paulo,Câmera Coolpix L340,HL1013,2
310,2016,Trim 1,janeiro,21,São Paulo,Smart TV 50' 4K,HL1001,1
881,2016,Trim 1,janeiro,21,São Paulo,Smart Watch MI,HL1018,4
193,2016,Trim 1,janeiro,22,Belo Horizonte,Aspire 5,HL1024,1
193,2016,Trim 1,janeiro,22,Belo Horizonte,iPhone 7,HL1002,3
552,2016,Trim 1,janeiro,22,Campinas,Aspire 5,HL1024,5
714,2016,Trim 1,janeiro,22,Curitiba,iPhone XS,HL1019,5
349,2016,Trim 1,janeiro,22,Goiânia,Câmera Digital Sony Cyber,HL1015,4
71,2016,Trim 1,janeiro,22,Niterói,Smart TV 50' 4K,HL1001,1
203,2016,Trim 1,janeiro,22,Porto Alegre,Moto Z,HL1020,2
219,2016,Trim 1,janeiro,22,Recife,Moto G7,HL1009,5
817,2016,Trim 1,janeiro,22,Rio de Janeiro,Câmera Coolpix L340,HL1013,5
492,2016,Trim 1,janeiro,22,Rio de Janeiro,Galaxy J8,HL1014,5
499,2016,Trim 1,janeiro,22,Rio de Janeiro,Galaxy S10,HL1003,2
558,2016,Trim 1,janeiro,22,Rio de Janeiro,Smart TV 50' 4K,HL1001,5
252,2016,Trim 1,janeiro,22,Salvador,Galaxy S8,HL1021,3
594,2016,Trim 1,janeiro,22,Salvador,Samsung Dual Core,HL1023,3
105,2016,Trim 1,janeiro,22,São Paulo,Moto G7,HL1009,5
49,2016,Trim 1,janeiro,22,São Paulo,Smart TV 50' 4K,HL1001,5
55,2016,Trim 1,janeiro,22,São Paulo,Smart TV 75' 4K,HL1017,4
665,2016,Trim 1,janeiro,22,São Paulo,Tablet M10 Android,HL1011,2
111,2016,Trim 1,janeiro,22,São Paulo,TV LED 32',HL1006,2
193,2016,Trim 1,janeiro,23,Belo Horizonte,Galaxy S8,HL1021,3
80,2016,Trim 1,janeiro,23,Belo Horizonte,iPad 32GB Wifi,HL1022,4
660,2016,Trim 1,janeiro,23,Belo Horizonte,iPhone 6S,HL1010,3
257,2016,Trim 1,janeiro,23,Campinas,Câmera Digital Sony Cyber,HL1015,3
740,2016,Trim 1,janeiro,23,Fortaleza,Inspiron 15,HL1007,3
538,2016,Trim 1,janeiro,23,Guarulhos,Câmera Digital Rebel T6,HL1005,5
318,2016,Trim 1,janeiro,23,Guarulhos,Galaxy S10,HL1003,4
477,2016,Trim 1,janeiro,23,Nova Iguaçu,Smart Watch MI,HL1018,4
159,2016,Trim 1,janeiro,23,Porto Alegre,Apple Watch,HL1004,2
459,2016,Trim 1,janeiro,23,Recife,Smart TV 50' 4K,HL1001,1
572,2016,Trim 1,janeiro,23,Rio de Janeiro,Galaxy S10,HL1003,4
325,2016,Trim 1,janeiro,23,Rio de Janeiro,Smart Watch MI,HL1018,3
692,2016,Trim 1,janeiro,23,Salvador,Samsung Dual Core,HL1023,5
481,2016,Trim 1,janeiro,23,Salvador,Smart TV 50' 4K,HL1001,2
303,2016,Trim 1,janeiro,23,São Paulo,Inspiron 15,HL1007,2
651,2016,Trim 1,janeiro,24,Belo Horizonte,Aspire 5,HL1024,5
483,2016,Trim 1,janeiro,24,Belo Horizonte,Câmera Digital Rebel T6,HL1005,2
180,2016,Trim 1,janeiro,24,Belo Horizonte,Dell G7,HL1012,2
475,2016,Trim 1,janeiro,24,Belo Horizonte,iPhone XS,HL1019,1
651,2016,Trim 1,janeiro,24,Belo Horizonte,Smart TV 50' 4K,HL1001,4
383,2016,Trim 1,janeiro,24,Belo Horizonte,Smart TV LED Full HD 55',HL1008,3
265,2016,Trim 1,janeiro,24,Campinas,Câmera Digital Sony Cyber,HL1015,2
183,2016,Trim 1,janeiro,24,Fortaleza,iPhone XS,HL1019,4
468,2016,Trim 1,janeiro,24,Fortaleza,Smart TV 50' 4K,HL1001,2
601,2016,Trim 1,janeiro,24,Fortaleza,Smart TV LED Full HD 55',HL1008,3
767,2016,Trim 1,janeiro,24,Niterói,Aspire 5,HL1024,2
513,2016,Trim 1,janeiro,24,Recife,Moto Z,HL1020,1
259,2016,Trim 1,janeiro,24,Rio de Janeiro,iPhone XS,HL1019,3
443,2016,Trim 1,janeiro,24,Rio de Janeiro,Samsung Dual Core,HL1023,4
765,2016,Trim 1,janeiro,24,Salvador,Smart TV 50' 4K,HL1001,4
310,2016,Trim 1,janeiro,24,São Paulo,Câmera Digital Rebel T6,HL1005,5
683,2016,Trim 1,janeiro,24,São Paulo,Câmera Digital Sony Cyber,HL1015,4
741,2016,Trim 1,janeiro,25,Curitiba,iPhone 7,HL1002,3
271,2016,Trim 1,janeiro,25,Curitiba,Smart TV 75' 4K,HL1017,1
679,2016,Trim 1,janeiro,25,Goiânia,Moto G7,HL1009,4
575,2016,Trim 1,janeiro,25,Nova Iguaçu,Galaxy S8,HL1021,1
304,2016,Trim 1,janeiro,25,Recife,Smart TV 50' 4K,HL1001,4
213,2016,Trim 1,janeiro,25,Rio de Janeiro,Inspiron 15,HL1007,5
374,2016,Trim 1,janeiro,25,Rio de Janeiro,Smart TV 75' 4K,HL1017,2
326,2016,Trim 1,janeiro,25,Rio de Janeiro,Smart Watch MI,HL1018,4
325,2016,Trim 1,janeiro,25,Rio de Janeiro,TV LED 32',HL1006,3
285,2016,Trim 1,janeiro,25,Salvador,Samsung Dual Core,HL1023,1
797,2016,Trim 1,janeiro,25,São Paulo,Aspire 5,HL1024,5
312,2016,Trim 1,janeiro,25,São Paulo,Câmera Digital Rebel T6,HL1005,5
776,2016,Trim 1,janeiro,25,São Paulo,Galaxy S10,HL1003,4
918,2016,Trim 1,janeiro,25,São Paulo,Smart TV LED Full HD 55',HL1008,2
160,2016,Trim 1,janeiro,25,São Paulo,TV LED 32',HL1006,2
475,2016,Trim 1,janeiro,26,Belo Horizonte,Aspire 5,HL1024,1
508,2016,Trim 1,janeiro,26,Belo Horizonte,Inspiron 15,HL1007,5
442,2016,Trim 1,janeiro,26,Curitiba,Smart Watch MI,HL1018,5
279,2016,Trim 1,janeiro,26,Fortaleza,Câmera Digital Rebel T6,HL1005,1
387,2016,Trim 1,janeiro,26,Goiânia,Câmera Digital Sony Cyber,HL1015,5
173,2016,Trim 1,janeiro,26,Goiânia,Inspiron 15,HL1007,5
600,2016,Trim 1,janeiro,26,Guarulhos,Câmera Digital Sony Cyber,HL1015,2
302,2016,Trim 1,janeiro,26,Guarulhos,iPhone 7,HL1002,3
37,2016,Trim 1,janeiro,26,Guarulhos,Smart TV 50' 4K,HL1001,3
158,2016,Trim 1,janeiro,26,Recife,Galaxy S8,HL1021,2
254,2016,Trim 1,janeiro,26,Recife,Smart TV 50' 4K,HL1001,4
625,2016,Trim 1,janeiro,26,Rio de Janeiro,Moto G7,HL1009,3
377,2016,Trim 1,janeiro,26,Rio de Janeiro,Smart TV 50' 4K,HL1001,5
800,2016,Trim 1,janeiro,26,Salvador,Câmera Digital Sony Cyber,HL1015,2
235,2016,Trim 1,janeiro,26,São Paulo,Câmera Digital Sony Cyber,HL1015,1
424,2016,Trim 1,janeiro,26,São Paulo,Moto G7,HL1009,5
208,2016,Trim 1,janeiro,27,Campinas,Câmera Digital Rebel T6,HL1005,3
243,2016,Trim 1,janeiro,27,Campinas,Moto G7,HL1009,4
659,2016,Trim 1,janeiro,27,Campinas,Smart TV 50' 4K,HL1001,3
338,2016,Trim 1,janeiro,27,Curitiba,Samsung Dual Core,HL1023,1
599,2016,Trim 1,janeiro,27,Fortaleza,Dell G7,HL1012,4
719,2016,Trim 1,janeiro,27,Fortaleza,Inspiron 15,HL1007,1
458,2016,Trim 1,janeiro,27,Fortaleza,Samsung Dual Core,HL1023,3
740,2016,Trim 1,janeiro,27,Fortaleza,Smart TV LED Full HD 55',HL1008,5
147,2016,Trim 1,janeiro,27,Goiânia,Galaxy S8,HL1021,1
516,2016,Trim 1,janeiro,27,Nova Iguaçu,Aspire 5,HL1024,5
370,2016,Trim 1,janeiro,27,Recife,Câmera Digital Sony Cyber,HL1015,5
335,2016,Trim 1,janeiro,27,Recife,Galaxy S10,HL1003,3
213,2016,Trim 1,janeiro,27,Rio de Janeiro,Aspire 5,HL1024,4
368,2016,Trim 1,janeiro,27,Rio de Janeiro,Galaxy S8,HL1021,4
362,2016,Trim 1,janeiro,27,Rio de Janeiro,iPhone 6S,HL1010,3
396,2016,Trim 1,janeiro,27,Salvador,Câmera Digital Sony Cyber,HL1015,1
232,2016,Trim 1,janeiro,27,Salvador,Smart Watch MI,HL1018,5
665,2016,Trim 1,janeiro,27,São Paulo,Câmera Coolpix L340,HL1013,5
441,2016,Trim 1,janeiro,28,Belo Horizonte,Smart TV 75' 4K,HL1017,3
295,2016,Trim 1,janeiro,28,Belo Horizonte,Tablet M10 Android,HL1011,1
774,2016,Trim 1,janeiro,28,Curitiba,Samsung Dual Core,HL1023,2
296,2016,Trim 1,janeiro,28,Goiânia,Moto G7,HL1009,1
361,2016,Trim 1,janeiro,28,Porto Alegre,Câmera Coolpix L340,HL1013,1
32,2016,Trim 1,janeiro,28,Recife,Moto Z,HL1020,2
227,2016,Trim 1,janeiro,28,Recife,Smart TV 50' 4K,HL1001,3
370,2016,Trim 1,janeiro,28,Recife,Smart Watch MI,HL1018,3
476,2016,Trim 1,janeiro,28,Rio de Janeiro,Inspiron 15,HL1007,1
396,2016,Trim 1,janeiro,28,Salvador,Câmera Digital Sony Cyber,HL1015,1
109,2016,Trim 1,janeiro,28,Salvador,Inspiron 15,HL1007,3
15,2016,Trim 1,janeiro,28,Salvador,iPhone XS,HL1019,2
594,2016,Trim 1,janeiro,28,Salvador,Samsung Dual Core,HL1023,4
773,2016,Trim 1,janeiro,28,São Paulo,Câmera Digital Rebel T6,HL1005,1
224,2016,Trim 1,janeiro,28,São Paulo,Moto Z,HL1020,5
320,2016,Trim 1,janeiro,28,São Paulo,Samsung Dual Core,HL1023,5
105,2016,Trim 1,janeiro,28,São Paulo,Smart Watch MI,HL1018,3
23,2016,Trim 1,janeiro,29,Belo Horizonte,Dell G7,HL1012,4
803,2016,Trim 1,janeiro,29,Curitiba,Aspire 5,HL1024,5
735,2016,Trim 1,janeiro,29,Fortaleza,Galaxy S10,HL1003,5
354,2016,Trim 1,janeiro,29,Fortaleza,iPhone 6S,HL1010,5
835,2016,Trim 1,janeiro,29,Fortaleza,Moto G7,HL1009,3
538,2016,Trim 1,janeiro,29,Guarulhos,Câmera Digital Rebel T6,HL1005,4
206,2016,Trim 1,janeiro,29,Guarulhos,Moto Z,HL1020,1
679,2016,Trim 1,janeiro,29,Guarulhos,Smart TV LED Full HD 55',HL1008,6
647,2016,Trim 1,janeiro,29,Nova Iguaçu,TV LED 32',HL1006,2
805,2016,Trim 1,janeiro,29,Recife,Câmera Digital Rebel T6,HL1005,3
616,2016,Trim 1,janeiro,29,Recife,Smart Watch MI,HL1018,4
107,2016,Trim 1,janeiro,29,Rio de Janeiro,Moto G7,HL1009,3
76,2016,Trim 1,janeiro,29,Rio de Janeiro,Smart TV LED Full HD 55',HL1008,1
534,2016,Trim 1,janeiro,29,Salvador,Galaxy J8,HL1014,2
100,2016,Trim 1,janeiro,29,Salvador,Galaxy S8,HL1021,5
712,2016,Trim 1,janeiro,29,Salvador,iPhone 6S,HL1010,2
396,2016,Trim 1,janeiro,29,Salvador,Moto G7,HL1009,3
641,2016,Trim 1,janeiro,29,São Paulo,Samsung Dual Core,HL1023,3
319,2016,Trim 1,janeiro,29,São Paulo,Smart TV 50' 4K,HL1001,5
49,2016,Trim 1,janeiro,29,São Paulo,Smart Watch MI,HL1018,5
617,2016,Trim 1,janeiro,29,São Paulo,TV LED 32',HL1006,2
413,2016,Trim 1,janeiro,30,Belo Horizonte,Inspiron 15,HL1007,5
498,2016,Trim 1,janeiro,30,Curitiba,Câmera Digital Sony Cyber,HL1015,3
699,2016,Trim 1,janeiro,30,Curitiba,iPhone 7,HL1002,1
95,2016,Trim 1,janeiro,30,Curitiba,Moto G7,HL1009,1
802,2016,Trim 1,janeiro,30,Fortaleza,Smart TV 50' 4K,HL1001,3
532,2016,Trim 1,janeiro,30,Goiânia,Galaxy S10,HL1003,1
274,2016,Trim 1,janeiro,30,Goiânia,Smart TV LED Full HD 55',HL1008,2
207,2016,Trim 1,janeiro,30,Guarulhos,Câmera Digital Sony Cyber,HL1015,5
904,2016,Trim 1,janeiro,30,Guarulhos,Moto G7,HL1009,9
514,2016,Trim 1,janeiro,30,Niterói,iPhone XS,HL1019,2
711,2016,Trim 1,janeiro,30,Nova Iguaçu,Galaxy S8,HL1021,4
644,2016,Trim 1,janeiro,30,Porto Alegre,Moto G7,HL1009,5
72,2016,Trim 1,janeiro,30,Porto Alegre,TV LED 32',HL1006,5
213,2016,Trim 1,janeiro,30,Rio de Janeiro,Smart TV 75' 4K,HL1017,1
168,2016,Trim 1,janeiro,30,Salvador,Câmera Coolpix L340,HL1013,2
31,2016,Trim 1,janeiro,30,Salvador,TV LED 32',HL1006,4
797,2016,Trim 1,janeiro,30,São Paulo,Inspiron 15,HL1007,5
316,2016,Trim 1,janeiro,30,São Paulo,Moto G7,HL1009,5
79,2016,Trim 1,janeiro,30,São Paulo,Samsung Dual Core,HL1023,4
160,2016,Trim 1,janeiro,30,São Paulo,Smart TV 50' 4K,HL1001,2
797,2016,Trim 1,janeiro,30,São Paulo,Smart TV 75' 4K,HL1017,4
293,2016,Trim 1,janeiro,31,Curitiba,Câmera Coolpix L340,HL1013,2
743,2016,Trim 1,janeiro,31,Curitiba,Galaxy S8,HL1021,3
343,2016,Trim 1,janeiro,31,Curitiba,iPhone 7,HL1002,5
7,2016,Trim 1,janeiro,31,Curitiba,Smart TV 75' 4K,HL1017,1
255,2016,Trim 1,janeiro,31,Fortaleza,Câmera Digital Sony Cyber,HL1015,2
471,2016,Trim 1,janeiro,31,Fortaleza,Moto G7,HL1009,4
354,2016,Trim 1,janeiro,31,Fortaleza,Tablet M10 Android,HL1011,3
112,2016,Trim 1,janeiro,31,Porto Alegre,Smart TV LED Full HD 55',HL1008,3
39,2016,Trim 1,janeiro,31,Recife,Câmera Digital Rebel T6,HL1005,5
81,2016,Trim 1,janeiro,31,Recife,iPhone 7,HL1002,1
195,2016,Trim 1,janeiro,31,Rio de Janeiro,Galaxy S8,HL1021,4
109,2016,Trim 1,janeiro,31,Salvador,Câmera Digital Sony Cyber,HL1015,4
765,2016,Trim 1,janeiro,31,Salvador,Inspiron 15,HL1007,2
245,2016,Trim 1,janeiro,31,Salvador,Smart TV LED Full HD 55',HL1008,4
202,2016,Trim 1,janeiro,31,São Paulo,Câmera Coolpix L340,HL1013,4
429,2016,Trim 1,janeiro,31,São Paulo,Câmera Digital Rebel T6,HL1005,2
400,2016,Trim 1,janeiro,31,São Paulo,Inspiron 15,HL1007,5
776,2016,Trim 1,janeiro,31,São Paulo,Smart TV 50' 4K,HL1001,2
713,2016,Trim 1,fevereiro,1,Belo Horizonte,Smart TV LED Full HD 55',HL1008,5
507,2016,Trim 1,fevereiro,1,Fortaleza,iPhone 6S,HL1010,4
363,2016,Trim 1,fevereiro,1,Fortaleza,iPhone 7,HL1002,3
781,2016,Trim 1,fevereiro,1,Fortaleza,Samsung Dual Core,HL1023,4
738,2016,Trim 1,fevereiro,1,Goiânia,Smart TV LED Full HD 55',HL1008,4
206,2016,Trim 1,fevereiro,1,Guarulhos,Samsung Dual Core,HL1023,2
401,2016,Trim 1,fevereiro,1,Niterói,Smart TV 75' 4K,HL1017,5
436,2016,Trim 1,fevereiro,1,Porto Alegre,Inspiron 15,HL1007,1
342,2016,Trim 1,fevereiro,1,Recife,Dell G7,HL1012,3
694,2016,Trim 1,fevereiro,1,Rio de Janeiro,Aspire 5,HL1024,5
259,2016,Trim 1,fevereiro,1,Rio de Janeiro,Moto Z,HL1020,5
571,2016,Trim 1,fevereiro,1,Rio de Janeiro,Smart TV 50' 4K,HL1001,2
31,2016,Trim 1,fevereiro,1,Salvador,iPhone 7,HL1002,3
765,2016,Trim 1,fevereiro,1,Salvador,Smart TV 50' 4K,HL1001,1
164,2016,Trim 1,fevereiro,1,Salvador,Smart Watch MI,HL1018,3
608,2016,Trim 1,fevereiro,1,São Paulo,Câmera Digital Sony Cyber,HL1015,4
79,2016,Trim 1,fevereiro,1,São Paulo,Moto G7,HL1009,4
1030,2016,Trim 1,fevereiro,1,São Paulo,Smart TV 50' 4K,HL1001,8
753,2016,Trim 1,fevereiro,1,São Paulo,Smart TV LED Full HD 55',HL1008,2
202,2016,Trim 1,fevereiro,1,São Paulo,Smart Watch MI,HL1018,3
261,2016,Trim 1,fevereiro,1,São Paulo,TV LED 32',HL1006,2
721,2016,Trim 1,fevereiro,2,Belo Horizonte,Câmera Digital Sony Cyber,HL1015,2
412,2016,Trim 1,fevereiro,2,Curitiba,Moto G7,HL1009,5
302,2016,Trim 1,fevereiro,2,Guarulhos,Aspire 5,HL1024,1
399,2016,Trim 1,fevereiro,2,Guarulhos,Samsung Dual Core,HL1023,3
83,2016,Trim 1,fevereiro,2,Guarulhos,TV LED 32',HL1006,1
547,2016,Trim 1,fevereiro,2,Recife,Galaxy S10,HL1003,4
234,2016,Trim 1,fevereiro,2,Recife,Smart Watch MI,HL1018,5
284,2016,Trim 1,fevereiro,2,Rio de Janeiro,TV LED 32',HL1006,1
1286,2016,Trim 1,fevereiro,2,Salvador,Inspiron 15,HL1007,6
675,2016,Trim 1,fevereiro,2,Salvador,Samsung Dual Core,HL1023,3
816,2016,Trim 1,fevereiro,2,São Paulo,Inspiron 15,HL1007,8
1864,2016,Trim 1,fevereiro,2,São Paulo,Moto G7,HL1009,10
631,2016,Trim 1,fevereiro,3,Belo Horizonte,Smart TV 50' 4K,HL1001,5
656,2016,Trim 1,fevereiro,3,Campinas,Inspiron 15,HL1007,1
670,2016,Trim 1,fevereiro,3,Campinas,Moto G7,HL1009,3
1,2016,Trim 1,fevereiro,3,Curitiba,Inspiron 15,HL1007,3
580,2016,Trim 1,fevereiro,3,Fortaleza,Galaxy S8,HL1021,2
25,2016,Trim 1,fevereiro,3,Nova Iguaçu,Câmera Digital Sony Cyber,HL1015,3
144,2016,Trim 1,fevereiro,3,Recife,Smart TV 50' 4K,HL1001,1
672,2016,Trim 1,fevereiro,3,Recife,Smart Watch MI,HL1018,4
3,2016,Trim 1,fevereiro,3,Rio de Janeiro,Apple Watch,HL1004,5
817,2016,Trim 1,fevereiro,3,Rio de Janeiro,Dell G7,HL1012,4
744,2016,Trim 1,fevereiro,3,Rio de Janeiro,Samsung Dual Core,HL1023,5
298,2016,Trim 1,fevereiro,3,Rio de Janeiro,Smart Watch MI,HL1018,3
396,2016,Trim 1,fevereiro,3,Salvador,Câmera Digital Sony Cyber,HL1015,1
737,2016,Trim 1,fevereiro,3,São Paulo,Câmera Digital Sony Cyber,HL1015,4
406,2016,Trim 1,fevereiro,3,São Paulo,Inspiron 15,HL1007,2
484,2016,Trim 1,fevereiro,3,São Paulo,Moto Z,HL1020,1
540,2016,Trim 1,fevereiro,3,São Paulo,TV LED 32',HL1006,4
239,2016,Trim 1,fevereiro,4,Curitiba,Aspire 5,HL1024,3
354,2016,Trim 1,fevereiro,4,Fortaleza,Câmera Digital Rebel T6,HL1005,5
657,2016,Trim 1,fevereiro,4,Fortaleza,iPhone 6S,HL1010,3
454,2016,Trim 1,fevereiro,4,Niterói,Aspire 5,HL1024,5
568,2016,Trim 1,fevereiro,4,Nova Iguaçu,Samsung Dual Core,HL1023,1
32,2016,Trim 1,fevereiro,4,Recife,iPhone XS,HL1019,4
805,2016,Trim 1,fevereiro,4,Recife,Samsung Dual Core,HL1023,4
558,2016,Trim 1,fevereiro,4,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,3
107,2016,Trim 1,fevereiro,4,Rio de Janeiro,iPhone 6S,HL1010,2
20,2016,Trim 1,fevereiro,4,Rio de Janeiro,Samsung Dual Core,HL1023,2
52,2016,Trim 1,fevereiro,4,Rio de Janeiro,Smart Watch MI,HL1018,4
156,2016,Trim 1,fevereiro,4,Salvador,Aspire 5,HL1024,2
275,2016,Trim 1,fevereiro,4,Salvador,Moto G7,HL1009,4
832,2016,Trim 1,fevereiro,4,São Paulo,Câmera Digital Sony Cyber,HL1015,6
718,2016,Trim 1,fevereiro,4,São Paulo,iPad 32GB Wifi,HL1022,2
314,2016,Trim 1,fevereiro,4,São Paulo,Moto Z,HL1020,3
475,2016,Trim 1,fevereiro,5,Belo Horizonte,Smart TV 50' 4K,HL1001,5
192,2016,Trim 1,fevereiro,5,Campinas,Moto Z,HL1020,4
366,2016,Trim 1,fevereiro,5,Fortaleza,iPhone 7,HL1002,4
580,2016,Trim 1,fevereiro,5,Fortaleza,iPhone XS,HL1019,4
